                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.68392,                0.33105,                0.79208,                0.82509,                 0.6047,                 0.7001,                0.49534,                0.68729,                 0.3213,                0.79269,               0.004357,               0.004357,               0.004357
                     60,                0.68697,                0.33153,                0.79221,                0.83513,                0.60443,                0.70115,                0.49596,                0.68716,                0.32087,                0.79248,               0.004258,               0.004258,               0.004258
                     61,                0.67711,                0.32589,                0.78936,                0.83006,                0.60408,                0.70077,                0.49699,                0.68609,                0.31859,                0.79247,               0.004159,               0.004159,               0.004159
                     62,                0.67997,                0.32817,                0.79152,                 0.8365,                0.60249,                0.70067,                0.49723,                0.68594,                0.31932,                0.79296,                0.00406,                0.00406,                0.00406
                     63,                0.67475,                0.32556,                0.79024,                0.82715,                0.60228,                0.69928,                0.49811,                0.68461,                0.32019,                0.79236,               0.003961,               0.003961,               0.003961
                     64,                0.67158,                0.32368,                0.79028,                0.82883,                0.60417,                0.69875,                0.49716,                0.68445,                0.31786,                0.79261,               0.003862,               0.003862,               0.003862
                     65,                0.66978,                0.32229,                0.78941,                0.82779,                0.60508,                0.70045,                0.49804,                 0.6834,                0.31845,                0.79195,               0.003763,               0.003763,               0.003763
                     66,                0.66439,                0.31982,                0.78962,                0.83074,                0.60385,                0.70111,                0.49919,                0.68239,                0.31686,                 0.7919,               0.003664,               0.003664,               0.003664
                     67,                0.66161,                0.31909,                0.78893,                0.82868,                0.60228,                0.70015,                0.49862,                0.68066,                0.31594,                0.79188,               0.003565,               0.003565,               0.003565
                     68,                0.65877,                0.31812,                0.78788,                0.82766,                0.60322,                0.70047,                    0.5,                0.68022,                0.31724,                0.79156,               0.003466,               0.003466,               0.003466
                     69,                0.65432,                 0.3148,                0.78895,                0.82601,                0.60653,                0.70253,                0.50201,                0.67907,                0.31535,                0.79105,               0.003367,               0.003367,               0.003367
                     70,                0.64799,                0.31376,                0.78854,                0.83333,                 0.6042,                0.70308,                0.50231,                0.67842,                0.31499,                0.79113,               0.003268,               0.003268,               0.003268
                     71,                0.65296,                0.31416,                0.78765,                0.83231,                0.60821,                0.70509,                0.50293,                0.67873,                0.31343,                0.79134,               0.003169,               0.003169,               0.003169
                     72,                0.64912,                0.31022,                 0.7881,                0.83293,                 0.6071,                0.70586,                0.50286,                0.67683,                0.31261,                0.79148,                0.00307,                0.00307,                0.00307
                     73,                0.64573,                0.31011,                0.78896,                 0.8304,                0.60661,                0.70536,                0.50368,                 0.6769,                0.31312,                0.79151,               0.002971,               0.002971,               0.002971
                     74,                0.64131,                0.30808,                0.78695,                0.83017,                0.60928,                0.70669,                0.50404,                0.67728,                0.31281,                0.79118,               0.002872,               0.002872,               0.002872
                     75,                0.64125,                0.30694,                0.78602,                0.82848,                0.60807,                0.70586,                0.50497,                  0.677,                0.31212,                0.79128,               0.002773,               0.002773,               0.002773
                     76,                0.63759,                 0.3063,                0.78553,                0.82811,                0.60857,                0.70721,                0.50594,                0.67765,                0.31182,                0.79096,               0.002674,               0.002674,               0.002674
                     77,                0.62847,                0.30097,                0.78505,                0.82602,                0.61024,                  0.707,                0.50616,                0.67661,                0.31193,                0.79084,               0.002575,               0.002575,               0.002575
                     78,                0.63156,                0.30228,                0.78589,                0.83049,                0.60957,                0.70647,                0.50653,                0.67631,                0.31132,                 0.7908,               0.002476,               0.002476,               0.002476
                     79,                0.62354,                0.29908,                0.78433,                0.82399,                0.61072,                0.70653,                0.50762,                0.67538,                0.31115,                0.79083,               0.002377,               0.002377,               0.002377
                     80,                0.62598,                0.29941,                0.78538,                0.82527,                 0.6095,                 0.7071,                0.50726,                 0.6747,                0.31048,                 0.7908,               0.002278,               0.002278,               0.002278
                     81,                0.62012,                0.29653,                0.78436,                0.82897,                0.61128,                0.70699,                0.50731,                0.67451,                0.30971,                0.79061,               0.002179,               0.002179,               0.002179
                     82,                 0.6156,                0.29448,                0.78457,                0.82815,                0.61083,                0.70844,                 0.5084,                0.67366,                0.30873,                0.79045,                0.00208,                0.00208,                0.00208
                     83,                0.61512,                0.29241,                0.78504,                0.83209,                0.60869,                0.70832,                0.50851,                0.67334,                0.30828,                0.79077,               0.001981,               0.001981,               0.001981
                     84,                0.60938,                0.28992,                0.78352,                0.83107,                0.60753,                0.70765,                0.50857,                0.67213,                 0.3078,                0.79062,               0.001882,               0.001882,               0.001882
                     85,                0.60813,                0.28837,                0.78377,                0.83355,                0.60596,                0.70893,                 0.5096,                0.67161,                0.30838,                0.79026,               0.001783,               0.001783,               0.001783
                     86,                0.60769,                 0.2904,                0.78402,                0.82924,                0.60812,                0.70856,                0.50949,                0.67201,                0.30892,                 0.7901,               0.001684,               0.001684,               0.001684
                     87,                0.59928,                 0.2844,                0.78423,                0.82677,                0.60878,                0.70797,                0.50907,                0.67226,                0.30859,                0.79024,               0.001585,               0.001585,               0.001585
                     88,                0.59478,                0.28437,                0.78332,                0.82742,                0.61115,                 0.7088,                   0.51,                0.67196,                 0.3084,                0.79046,               0.001486,               0.001486,               0.001486
                     89,                0.59184,                0.28281,                0.78318,                0.83101,                0.60893,                0.70898,                 0.5104,                0.67194,                0.30847,                0.79036,               0.001387,               0.001387,               0.001387
                     90,                0.58888,                0.28056,                0.78206,                0.83327,                0.60825,                0.70977,                0.51028,                0.67213,                0.30857,                0.79043,               0.001288,               0.001288,               0.001288
                     91,                0.59597,                0.28049,                0.77983,                0.83542,                0.60706,                0.70908,                0.50987,                0.67292,                0.30972,                0.79077,               0.001189,               0.001189,               0.001189
                     92,                 0.5887,                0.27707,                0.77791,                  0.832,                0.60774,                0.70904,                0.50989,                0.67239,                0.30875,                0.79072,                0.00109,                0.00109,                0.00109
                     93,                0.58738,                0.27561,                0.77775,                0.83454,                0.60653,                0.70926,                0.51055,                0.67339,                0.30997,                0.79079,               0.000991,               0.000991,               0.000991
                     94,                0.58079,                0.27389,                0.77782,                0.83577,                0.60427,                0.70902,                0.51059,                0.67423,                0.31049,                0.79086,               0.000892,               0.000892,               0.000892
                     95,                 0.5754,                 0.2703,                0.77743,                0.83643,                0.60555,                0.70887,                0.51035,                0.67451,                 0.3104,                0.79092,               0.000793,               0.000793,               0.000793
                     96,                0.56949,                0.26847,                0.77677,                  0.836,                0.60537,                0.70886,                0.51043,                0.67479,                0.31021,                0.79098,               0.000694,               0.000694,               0.000694
                     97,                0.56888,                0.26735,                0.77578,                0.83577,                0.60331,                0.70884,                0.51047,                0.67488,                0.31045,                0.79117,               0.000595,               0.000595,               0.000595
                     98,                0.56396,                0.26484,                0.77699,                0.83111,                0.60587,                0.70898,                0.51039,                0.67552,                0.31063,                0.79115,               0.000496,               0.000496,               0.000496
                     99,                0.56038,                0.26246,                0.77599,                 0.8318,                0.60535,                0.70951,                0.51052,                0.67541,                0.31043,                0.79111,               0.000397,               0.000397,               0.000397
                    100,                0.55654,                0.25965,                0.77556,                0.83094,                0.60525,                0.70945,                0.51067,                0.67561,                0.31069,                0.79127,               0.000298,               0.000298,               0.000298
