                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.70241,                0.34008,                0.79378,                0.82335,                0.60578,                0.70155,                0.49929,                0.69533,                0.32459,                0.79237,               0.005248,               0.005248,               0.005248
                     51,                0.69602,                0.33607,                0.79425,                0.82902,                0.60704,                0.70408,                0.49872,                0.69486,                 0.3251,                0.79253,               0.005149,               0.005149,               0.005149
                     52,                0.69657,                0.33734,                0.79326,                0.82833,                0.60665,                 0.7013,                0.49838,                0.69239,                0.32298,                0.79093,                0.00505,                0.00505,                0.00505
                     53,                0.69539,                0.33534,                0.79323,                0.82814,                0.61141,                0.70414,                0.49987,                0.68955,                0.32334,                0.79128,               0.004951,               0.004951,               0.004951
                     54,                0.68996,                0.33368,                0.79283,                0.82852,                0.61076,                0.70334,                0.49982,                0.69031,                0.32163,                0.79095,               0.004852,               0.004852,               0.004852
                     55,                0.68361,                0.33075,                0.79314,                0.83115,                0.60791,                 0.7018,                0.49845,                0.69186,                0.32142,                0.79131,               0.004753,               0.004753,               0.004753
                     56,                0.68326,                0.33026,                0.79159,                0.83803,                0.61019,                0.70634,                0.50271,                0.68786,                0.31788,                0.79037,               0.004654,               0.004654,               0.004654
                     57,                 0.6788,                0.32805,                0.79059,                0.83611,                0.60585,                0.70454,                0.50287,                0.68645,                0.31747,                0.79056,               0.004555,               0.004555,               0.004555
                     58,                0.67422,                0.32502,                0.79151,                0.83247,                0.60718,                0.70579,                0.50103,                0.68643,                0.31644,                0.79068,               0.004456,               0.004456,               0.004456
                     59,                 0.6682,                0.32309,                0.79007,                0.83421,                0.61576,                0.71011,                0.50404,                0.68441,                0.31616,                0.79062,               0.004357,               0.004357,               0.004357
                     60,                0.67162,                0.32294,                0.79005,                0.83686,                0.60973,                0.70557,                0.50268,                 0.6839,                0.31659,                0.79067,               0.004258,               0.004258,               0.004258
                     61,                0.66745,                0.31963,                0.79044,                0.82738,                 0.6138,                0.71048,                0.50755,                0.68395,                 0.3155,                0.79076,               0.004159,               0.004159,               0.004159
                     62,                0.66705,                0.32237,                0.78911,                0.83181,                0.60907,                0.70838,                0.50524,                 0.6825,                0.31642,                0.78998,                0.00406,                0.00406,                0.00406
                     63,                0.66071,                0.31795,                0.79026,                0.83067,                0.61415,                0.70681,                0.50463,                0.67851,                0.31265,                0.78931,               0.003961,               0.003961,               0.003961
                     64,                0.65564,                0.31616,                0.79008,                0.83545,                0.60902,                 0.7076,                0.50536,                0.67851,                0.31306,                 0.7894,               0.003862,               0.003862,               0.003862
                     65,                0.65616,                0.31598,                0.78823,                0.82809,                0.61172,                0.70662,                0.50476,                0.67952,                0.31322,                0.78978,               0.003763,               0.003763,               0.003763
                     66,                0.65385,                0.31358,                0.78944,                0.83691,                0.61237,                0.70775,                0.50677,                 0.6793,                0.31217,                0.78999,               0.003664,               0.003664,               0.003664
                     67,                 0.6498,                0.31015,                0.78878,                0.83028,                0.61225,                0.70938,                0.50914,                0.67658,                0.31132,                0.78954,               0.003565,               0.003565,               0.003565
                     68,                0.64711,                0.30999,                0.78794,                0.83805,                0.60846,                0.70955,                0.50894,                0.67789,                0.31081,                0.78964,               0.003466,               0.003466,               0.003466
                     69,                0.63826,                 0.3081,                0.78683,                0.84158,                0.61073,                0.71026,                0.51099,                0.67821,                0.31086,                0.78925,               0.003367,               0.003367,               0.003367
                     70,                0.63567,                0.30581,                0.78618,                0.83815,                0.61625,                0.71355,                0.51218,                0.67563,                0.30911,                0.78955,               0.003268,               0.003268,               0.003268
                     71,                0.63856,                0.30571,                0.78709,                0.83832,                0.61255,                0.71314,                0.51314,                0.67807,                0.30948,                0.78997,               0.003169,               0.003169,               0.003169
                     72,                0.63634,                0.30355,                0.78714,                0.83543,                0.60965,                0.71142,                0.51188,                 0.6773,                0.31065,                0.78914,                0.00307,                0.00307,                0.00307
                     73,                0.62683,                0.30036,                0.78609,                0.83689,                0.61464,                0.71178,                0.51195,                0.67614,                0.30917,                0.78907,               0.002971,               0.002971,               0.002971
                     74,                 0.6243,                0.29921,                0.78615,                0.83528,                0.61321,                0.71171,                 0.5124,                0.67416,                0.30847,                0.78914,               0.002872,               0.002872,               0.002872
                     75,                0.62367,                0.29882,                0.78643,                0.83959,                0.61181,                0.71335,                 0.5136,                0.67367,                0.30596,                 0.7892,               0.002773,               0.002773,               0.002773
                     76,                0.61389,                0.29333,                0.78527,                 0.8349,                0.61441,                0.71529,                0.51515,                0.67421,                0.30684,                0.78915,               0.002674,               0.002674,               0.002674
                     77,                0.61256,                0.29318,                0.78349,                0.84034,                0.61434,                0.71555,                0.51563,                0.67256,                0.30674,                0.78902,               0.002575,               0.002575,               0.002575
                     78,                0.60916,                0.28993,                0.78526,                0.84172,                0.61288,                0.71661,                 0.5177,                0.67153,                0.30527,                0.78884,               0.002476,               0.002476,               0.002476
                     79,                0.60501,                0.28812,                0.78323,                0.84292,                0.61242,                0.71636,                0.51725,                 0.6699,                0.30447,                0.78896,               0.002377,               0.002377,               0.002377
                     80,                0.60108,                0.28635,                0.78207,                0.83635,                0.61606,                0.71643,                0.51716,                0.66941,                0.30454,                0.78871,               0.002278,               0.002278,               0.002278
                     81,                0.60155,                0.28593,                0.78374,                0.83665,                0.61545,                0.71669,                0.51713,                0.67075,                0.30488,                0.78864,               0.002179,               0.002179,               0.002179
                     82,                0.59786,                0.28461,                 0.7839,                0.83445,                0.61695,                0.71658,                0.51793,                0.66868,                 0.3045,                0.78877,                0.00208,                0.00208,                0.00208
                     83,                0.59169,                0.28064,                0.78375,                0.83428,                0.61382,                0.71545,                0.51744,                0.66803,                0.30468,                 0.7891,               0.001981,               0.001981,               0.001981
                     84,                0.58738,                0.27988,                0.78314,                0.82983,                0.61158,                0.71429,                0.51706,                0.66804,                0.30485,                0.78896,               0.001882,               0.001882,               0.001882
                     85,                0.58685,                 0.2788,                0.78151,                0.83626,                0.61136,                0.71481,                0.51772,                 0.6673,                0.30413,                0.78906,               0.001783,               0.001783,               0.001783
                     86,                0.58338,                0.27704,                0.78117,                0.84013,                0.61329,                0.71612,                0.51877,                0.66688,                0.30263,                0.78881,               0.001684,               0.001684,               0.001684
                     87,                0.58001,                0.27559,                 0.7822,                0.83732,                 0.6138,                0.71696,                0.51978,                0.66721,                0.30271,                0.78898,               0.001585,               0.001585,               0.001585
                     88,                0.57691,                0.27378,                 0.7819,                0.83843,                0.61422,                0.71662,                0.51957,                0.66579,                0.30143,                0.78864,               0.001486,               0.001486,               0.001486
                     89,                0.57286,                0.27186,                0.78043,                0.83973,                0.61482,                0.71696,                0.52032,                0.66589,                0.30219,                 0.7886,               0.001387,               0.001387,               0.001387
                     90,                0.56614,                0.26905,                0.77922,                0.83905,                0.61438,                0.71731,                0.52051,                0.66599,                0.30252,                0.78872,               0.001288,               0.001288,               0.001288
                     91,                0.56867,                0.26694,                0.77569,                0.83807,                0.61372,                0.71736,                0.52021,                0.66756,                0.30372,                0.78896,               0.001189,               0.001189,               0.001189
                     92,                0.56289,                 0.2657,                0.77683,                0.83954,                0.61292,                0.71666,                0.51987,                0.66867,                 0.3045,                0.78922,                0.00109,                0.00109,                0.00109
                     93,                0.56075,                0.26367,                0.77587,                0.84213,                0.61457,                0.71833,                0.52048,                0.66935,                0.30465,                0.78925,               0.000991,               0.000991,               0.000991
                     94,                0.55733,                0.26207,                0.77686,                0.84146,                0.61469,                0.71821,                0.52044,                0.66955,                0.30455,                0.78915,               0.000892,               0.000892,               0.000892
                     95,                0.55068,                0.25971,                 0.7741,                0.84103,                0.61387,                0.71775,                0.52093,                 0.6692,                0.30372,                0.78916,               0.000793,               0.000793,               0.000793
                     96,                0.54267,                0.25587,                0.77382,                0.83813,                0.61404,                0.71805,                0.52077,                0.66983,                0.30418,                0.78942,               0.000694,               0.000694,               0.000694
                     97,                 0.5388,                  0.254,                0.77391,                0.83791,                0.61388,                0.71906,                0.52106,                 0.6699,                 0.3046,                0.78954,               0.000595,               0.000595,               0.000595
                     98,                0.53523,                0.25147,                0.77327,                0.83755,                0.61433,                0.71997,                0.52168,                0.67037,                0.30402,                 0.7897,               0.000496,               0.000496,               0.000496
                     99,                 0.5345,                0.25118,                0.77376,                0.83887,                0.61228,                 0.7193,                0.52108,                0.67124,                0.30429,                0.78982,               0.000397,               0.000397,               0.000397
                    100,                 0.5305,                0.24842,                0.77443,                0.83838,                 0.6112,                0.71887,                0.52123,                0.67149,                0.30494,                0.78993,               0.000298,               0.000298,               0.000298
